,period,actual,predicted,sector,feild
1,01-2001,27374.749,30631.797,Commercial,Sales
6,02-2001,25176.39009,29761.51,Commercial,Sales
11,03-2001,25785.82429,29226.055,Commercial,Sales
16,04-2001,23702.71118,28270.555,Commercial,Sales
21,05-2001,26665.89346,23649.12,Commercial,Sales
26,06-2001,28280.51892,28946.88,Commercial,Sales
31,07-2001,30596.86883,29001.258,Commercial,Sales
36,08-2001,34606.618370000004,29120.117,Commercial,Sales
41,09-2001,27263.81667,28722.262,Commercial,Sales
46,10-2001,26457.17713,27925.73,Commercial,Sales
51,11-2001,24567.45328,29074.258,Commercial,Sales
56,12-2001,25769.587190000002,28514.098,Commercial,Sales
61,01-2002,25524.010270000002,30069.799,Commercial,Sales
66,02-2002,23786.80177,30692.145,Commercial,Sales
71,03-2002,24861.20937,27002.156,Commercial,Sales
76,04-2002,24537.944050000002,26733.303,Commercial,Sales
81,05-2002,25266.4688,26643.592,Commercial,Sales
86,06-2002,28518.14605,29092.713,Commercial,Sales
91,07-2002,31648.32532,29900.275,Commercial,Sales
96,08-2002,30768.77539,30679.684,Commercial,Sales
101,09-2002,27766.72284,28764.941,Commercial,Sales
106,10-2002,27712.71129,25521.535,Commercial,Sales
111,11-2002,24734.31753,29098.748,Commercial,Sales
116,12-2002,26839.94134,29231.885,Commercial,Sales
121,01-2003,29950.7872,30846.26,Commercial,Sales
126,02-2003,26891.18028,33101.863,Commercial,Sales
131,03-2003,28041.10957,29476.883,Commercial,Sales
136,04-2003,25758.13653,28181.121,Commercial,Sales
141,05-2003,27397.91844,26378.701,Commercial,Sales
146,06-2003,29116.763939999997,29185.021,Commercial,Sales
151,07-2003,32990.41754,29872.281,Commercial,Sales
156,08-2003,33040.32471,29401.438,Commercial,Sales
161,09-2003,28467.37602,29012.643,Commercial,Sales
166,10-2003,28406.64066,26986.232,Commercial,Sales
171,11-2003,26181.13236,29037.633,Commercial,Sales
176,12-2003,28130.72474,29619.848,Commercial,Sales
181,01-2004,29325.52595,31237.16,Commercial,Sales
186,02-2004,27568.9772,32160.578,Commercial,Sales
191,03-2004,28059.961769999998,28915.72,Commercial,Sales
196,04-2004,26469.26148,28457.586,Commercial,Sales
201,05-2004,28313.5184,28504.838,Commercial,Sales
206,06-2004,29543.97262,29743.133,Commercial,Sales
211,07-2004,31917.37545,30129.918,Commercial,Sales
216,08-2004,31236.423,29877.281,Commercial,Sales
221,09-2004,30425.13679,29047.656,Commercial,Sales
226,10-2004,28181.51595,26905.01,Commercial,Sales
231,11-2004,27192.8344,29692.43,Commercial,Sales
236,12-2004,28984.91098,29440.158,Commercial,Sales
241,01-2005,29493.34938,34442.6,Commercial,Sales
246,02-2005,27225.63511,34532.703,Commercial,Sales
251,03-2005,29242.1818,30613.875,Commercial,Sales
256,04-2005,26897.30164,30161.07,Commercial,Sales
261,05-2005,28490.84348,28163.125,Commercial,Sales
266,06-2005,34138.70722,30321.008,Commercial,Sales
271,07-2005,34566.2757,30037.26,Commercial,Sales
276,08-2005,35050.15188,29640.973,Commercial,Sales
281,09-2005,31864.46397,29746.76,Commercial,Sales
286,10-2005,30237.33095,29329.598,Commercial,Sales
291,11-2005,28319.00204,29443.441,Commercial,Sales
296,12-2005,30288.30284,30110.148,Commercial,Sales
301,01-2006,29269.4945,33035.96,Commercial,Sales
306,02-2006,27945.35296,34877.824,Commercial,Sales
311,03-2006,29498.52421,30450.807,Commercial,Sales
316,04-2006,26998.26178,29584.824,Commercial,Sales
321,05-2006,30297.37586,28474.89,Commercial,Sales
326,06-2006,31844.90503,29976.229,Commercial,Sales
331,07-2006,35382.4572,30062.225,Commercial,Sales
336,08-2006,35180.37364,29393.057,Commercial,Sales
341,09-2006,30578.64439,29823.637,Commercial,Sales
346,10-2006,30189.80606,28706.936,Commercial,Sales
351,11-2006,27953.49463,29860.37,Commercial,Sales
356,12-2006,30173.89176,31041.105,Commercial,Sales
361,01-2007,30025.66996,34146.867,Commercial,Sales
366,02-2007,29052.41794,32113.113,Commercial,Sales
371,03-2007,29782.52082,31328.28,Commercial,Sales
376,04-2007,28275.97774,30115.387,Commercial,Sales
381,05-2007,31267.53868,29827.92,Commercial,Sales
386,06-2007,33757.41007,30234.424,Commercial,Sales
391,07-2007,34268.98268,29983.6,Commercial,Sales
396,08-2007,36685.84796,29802.816,Commercial,Sales
401,09-2007,31976.35101,30013.693,Commercial,Sales
406,10-2007,31738.40003,29567.248,Commercial,Sales
411,11-2007,29923.72998,29397.895,Commercial,Sales
416,12-2007,30199.66318,30653.36,Commercial,Sales
421,01-2008,31197.2877,31846.314,Commercial,Sales
426,02-2008,30406.712489999998,34244.11,Commercial,Sales
431,03-2008,30030.08718,30599.809,Commercial,Sales
436,04-2008,28040.12246,30187.25,Commercial,Sales
441,05-2008,29417.04988,28389.02,Commercial,Sales
446,06-2008,33009.0934,30174.527,Commercial,Sales
451,07-2008,35027.14095,29986.955,Commercial,Sales
456,08-2008,33663.85452,29506.17,Commercial,Sales
461,09-2008,31511.08994,29926.889,Commercial,Sales
466,10-2008,30651.76015,27087.455,Commercial,Sales
471,11-2008,28420.90422,29537.164,Commercial,Sales
476,12-2008,30821.35315,30490.148,Commercial,Sales
481,01-2009,31998.47926,31545.531,Commercial,Sales
486,02-2009,28380.75913,32595.008,Commercial,Sales
491,03-2009,29148.87017,29918.543,Commercial,Sales
496,04-2009,27158.41828,29224.852,Commercial,Sales
501,05-2009,28890.57772,27527.814,Commercial,Sales
506,06-2009,31727.55805,30183.572,Commercial,Sales
511,07-2009,31571.59306,30796.729,Commercial,Sales
516,08-2009,33214.76051,29550.781,Commercial,Sales
521,09-2009,29966.11137,28918.145,Commercial,Sales
526,10-2009,29265.057,27302.904,Commercial,Sales
531,11-2009,27252.36762,29527.936,Commercial,Sales
536,12-2009,30893.11984,30713.52,Commercial,Sales
541,01-2010,31028.29364,32730.66,Commercial,Sales
546,02-2010,28162.49628,34701.016,Commercial,Sales
551,03-2010,28816.89933,30495.53,Commercial,Sales
556,04-2010,27283.40899,29631.922,Commercial,Sales
561,05-2010,29554.00447,28015.846,Commercial,Sales
566,06-2010,32217.78255,29987.592,Commercial,Sales
571,07-2010,35204.44336,30021.535,Commercial,Sales
576,08-2010,35852.77984,29322.98,Commercial,Sales
581,09-2010,30504.50661,29681.318,Commercial,Sales
586,10-2010,29570.1944,26792.768,Commercial,Sales
591,11-2010,28574.337349999998,29702.559,Commercial,Sales
596,12-2010,30134.74315,31064.48,Commercial,Sales
601,01-2011,31341.06958,32005.018,Commercial,Sales
606,02-2011,28439.79813,35880.1,Commercial,Sales
611,03-2011,29674.76828,30158.68,Commercial,Sales
616,04-2011,27044.0807,29650.75,Commercial,Sales
621,05-2011,29726.23993,27828.088,Commercial,Sales
626,06-2011,31575.48703,29610.508,Commercial,Sales
631,07-2011,36722.27135,30179.309,Commercial,Sales
636,08-2011,34741.83935,29357.766,Commercial,Sales
641,09-2011,30179.99401,29554.584,Commercial,Sales
646,10-2011,29707.041,27313.287,Commercial,Sales
651,11-2011,27988.55888,29643.65,Commercial,Sales
656,12-2011,29576.32989,31087.041,Commercial,Sales
661,01-2012,30340.20384,33453.906,Commercial,Sales
666,02-2012,28214.20268,34225.375,Commercial,Sales
671,03-2012,28771.47362,30075.305,Commercial,Sales
676,04-2012,27246.15983,29776.371,Commercial,Sales
681,05-2012,30595.03784,28546.922,Commercial,Sales
686,06-2012,32866.91946,30102.926,Commercial,Sales
691,07-2012,36761.51335,30214.516,Commercial,Sales
696,08-2012,34350.93976,29380.283,Commercial,Sales
701,09-2012,30085.12213,29651.158,Commercial,Sales
706,10-2012,30256.48211,28032.326,Commercial,Sales
711,11-2012,27730.80002,29759.486,Commercial,Sales
716,12-2012,29447.05724,28904.059,Commercial,Sales
721,01-2013,30530.8906,32320.445,Commercial,Sales
726,02-2013,28056.17052,34223.02,Commercial,Sales
731,03-2013,31636.811990000002,31209.27,Commercial,Sales
736,04-2013,27737.4009,29595.15,Commercial,Sales
741,05-2013,29822.46042,28157.836,Commercial,Sales
746,06-2013,31392.48016,30015.178,Commercial,Sales
751,07-2013,34075.385930000004,29849.91,Commercial,Sales
756,08-2013,33858.34873,29515.318,Commercial,Sales
761,09-2013,30795.04373,30064.137,Commercial,Sales
766,10-2013,30398.03673,27488.916,Commercial,Sales
771,11-2013,28249.49814,29552.26,Commercial,Sales
776,12-2013,30986.20633,30702.521,Commercial,Sales
781,01-2014,32474.37861,31010.506,Commercial,Sales
786,02-2014,29073.8284,33655.703,Commercial,Sales
791,03-2014,30308.42619,30437.492,Commercial,Sales
796,04-2014,27501.32388,29456.768,Commercial,Sales
801,05-2014,29441.23761,28137.002,Commercial,Sales
806,06-2014,32177.97895,30152.268,Commercial,Sales
811,07-2014,32698.52424,29910.67,Commercial,Sales
816,08-2014,33371.2124,29657.936,Commercial,Sales
821,09-2014,30449.8951,30106.482,Commercial,Sales
826,10-2014,29402.05688,27725.791,Commercial,Sales
831,11-2014,28780.9022,29437.693,Commercial,Sales
836,12-2014,30040.43765,31134.426,Commercial,Sales
841,01-2015,31710.82576,30988.172,Commercial,Sales
846,02-2015,29668.71538,34209.344,Commercial,Sales
851,03-2015,30115.22722,30374.885,Commercial,Sales
856,04-2015,27444.45531,29914.365,Commercial,Sales
861,05-2015,30081.15264,28987.656,Commercial,Sales
866,06-2015,31590.97264,30023.148,Commercial,Sales
871,07-2015,34243.05584,30143.83,Commercial,Sales
876,08-2015,33619.08338,29516.86,Commercial,Sales
881,09-2015,31901.48043,29592.908,Commercial,Sales
886,10-2015,29466.15031,26856.271,Commercial,Sales
891,11-2015,27914.77882,29456.088,Commercial,Sales
896,12-2015,29084.63014,30764.52,Commercial,Sales
901,01-2016,30994.33776,32804.156,Commercial,Sales
906,02-2016,28726.66824,34735.887,Commercial,Sales
911,03-2016,29061.97764,30844.045,Commercial,Sales
916,04-2016,27725.83116,30019.463,Commercial,Sales
921,05-2016,29412.2511,29052.627,Commercial,Sales
926,06-2016,32535.96464,30174.562,Commercial,Sales
931,07-2016,34959.36828,29988.65,Commercial,Sales
936,08-2016,36779.23878,29416.89,Commercial,Sales
941,09-2016,32475.40912,29843.75,Commercial,Sales
946,10-2016,30071.57304,26794.125,Commercial,Sales
951,11-2016,28032.57586,29510.805,Commercial,Sales
956,12-2016,30726.99632,30746.35,Commercial,Sales
996,08-2017,33054.05335,29746.42,Commercial,Sales
1001,09-2017,31251.14945,29811.156,Commercial,Sales
1006,10-2017,30014.72623,26135.746,Commercial,Sales
1011,11-2017,28435.69458,30037.47,Commercial,Sales
1016,12-2017,30070.90508,31460.738,Commercial,Sales
1021,01-2018,31823.104910000002,31865.965,Commercial,Sales
1026,02-2018,27969.37245,33013.805,Commercial,Sales
1031,03-2018,29460.46113,30753.236,Commercial,Sales
1036,04-2018,27601.26589,29788.16,Commercial,Sales
1041,05-2018,31008.22105,29354.84,Commercial,Sales
1046,06-2018,32285.71688,30140.94,Commercial,Sales
1051,07-2018,34747.57608,30104.234,Commercial,Sales
1056,08-2018,35516.13988,29434.045,Commercial,Sales
1061,09-2018,31568.826589999997,29748.824,Commercial,Sales
1066,10-2018,30577.7902,27066.23,Commercial,Sales
1071,11-2018,28232.7693,29763.977,Commercial,Sales
1076,12-2018,29765.26972,30560.0,Commercial,Sales
1081,01-2019,30830.41925,31281.172,Commercial,Sales
1086,02-2019,27824.1313,35134.61,Commercial,Sales
1091,03-2019,29801.11648,29891.975,Commercial,Sales
1096,04-2019,26925.61955,29574.44,Commercial,Sales
1101,05-2019,28698.24872,28918.541,Commercial,Sales
1106,06-2019,29904.07177,29752.723,Commercial,Sales
1111,07-2019,35302.82458,30156.492,Commercial,Sales
1116,08-2019,33680.26381,29478.143,Commercial,Sales
1121,09-2019,31102.65535,29601.031,Commercial,Sales
1126,10-2019,29247.32269,28155.225,Commercial,Sales
1131,11-2019,28067.6969,29225.805,Commercial,Sales
1136,12-2019,29040.15166,29015.0,Commercial,Sales
1141,01-2020,29831.4799,29379.455,Commercial,Sales
1146,02-2020,28603.37837,32589.805,Commercial,Sales
1151,03-2020,27296.25939,28470.51,Commercial,Sales
1156,04-2020,22914.4214,26881.861,Commercial,Sales
1161,05-2020,24676.34381,26904.121,Commercial,Sales
1166,06-2020,28577.37916,28799.67,Commercial,Sales
1171,07-2020,33550.22684,29669.156,Commercial,Sales
1176,08-2020,32234.18993,29328.295,Commercial,Sales
1181,09-2020,28142.0293,28366.12,Commercial,Sales
1186,10-2020,27451.67279,27807.453,Commercial,Sales
1191,11-2020,25798.85344,28524.117,Commercial,Sales
1196,12-2020,28152.34987,29046.645,Commercial,Sales
1201,01-2021,28389.29391,32705.533,Commercial,Sales
1206,02-2021,27537.96836,33624.13,Commercial,Sales
1211,03-2021,27546.35473,30085.41,Commercial,Sales
1216,04-2021,25754.40334,29247.363,Commercial,Sales
1221,05-2021,27499.37875,26804.088,Commercial,Sales
1226,06-2021,31066.76595,30007.63,Commercial,Sales
1231,07-2021,33212.13571,29938.582,Commercial,Sales
1236,08-2021,34552.55181,29332.496,Commercial,Sales
1241,09-2021,30185.78782,29380.96,Commercial,Sales
1246,10-2021,28822.75361,25668.799,Commercial,Sales
1251,11-2021,27080.22474,29495.389,Commercial,Sales
1256,12-2021,28255.32527,30290.898,Commercial,Sales
1261,01-2022,30478.932220000002,32515.64,Commercial,Sales
1266,02-2022,27377.36728,34161.297,Commercial,Sales
1271,03-2022,28768.38362,29928.123,Commercial,Sales
1276,04-2022,26070.65779,29339.645,Commercial,Sales
1281,05-2022,28515.06143,27463.156,Commercial,Sales
1286,06-2022,31244.58757,29995.936,Commercial,Sales
1291,07-2022,33493.88472,29682.402,Commercial,Sales
1296,08-2022,33849.55156,29308.725,Commercial,Sales
1301,09-2022,30273.78014,28837.367,Commercial,Sales
1306,10-2022,27573.33283,26877.727,Commercial,Sales
1311,11-2022,27361.48664,29405.236,Commercial,Sales
1316,12-2022,29483.84809,29591.613,Commercial,Sales
1321,01-2023,29243.09237,31843.598,Commercial,Sales
1326,02-2023,26664.1796,33729.31,Commercial,Sales
1331,03-2023,28853.414969999998,29509.328,Commercial,Sales
1336,04-2023,26040.56228,28877.982,Commercial,Sales
1341,05-2023,28079.4265,27568.318,Commercial,Sales
1346,06-2023,29883.62116,29682.508,Commercial,Sales
1351,07-2023,33389.02868,29974.084,Commercial,Sales
1356,08-2023,32993.461930000005,29821.361,Commercial,Sales
1361,09-2023,29835.08602,29418.244,Commercial,Sales
1366,10-2023,28771.03841,25336.568,Commercial,Sales
1371,11-2023,27268.33895,29884.441,Commercial,Sales
1376,12-2023,28361.09125,30448.928,Commercial,Sales
1381,01-2024,30945.93485,32575.139,Commercial,Sales
1386,02-2024,27343.26198,34268.137,Commercial,Sales
0,10-2024,,28271.486,Commercial,Sales
1,11-2024,,29872.754,Commercial,Sales
2,12-2024,,29872.754,Commercial,Sales
3,01-2025,,29872.754,Commercial,Sales
4,02-2025,,29872.754,Commercial,Sales
5,03-2025,,28271.486,Commercial,Sales
6,04-2025,,29765.531,Commercial,Sales
7,05-2025,,29794.045,Commercial,Sales
8,06-2025,,29895.445,Commercial,Sales
9,07-2025,,29732.36,Commercial,Sales
10,08-2025,,30048.941,Commercial,Sales
11,09-2025,,29767.402,Commercial,Sales
12,10-2025,,29892.027,Commercial,Sales
13,11-2025,,29846.484,Commercial,Sales
14,12-2025,,29910.537,Commercial,Sales
15,01-2026,,29837.145,Commercial,Sales
16,02-2026,,29901.293,Commercial,Sales
17,03-2026,,29860.605,Commercial,Sales
18,04-2026,,29884.191,Commercial,Sales
19,05-2026,,29864.418,Commercial,Sales
20,06-2026,,29883.984,Commercial,Sales
21,07-2026,,29867.348,Commercial,Sales
22,08-2026,,29879.273,Commercial,Sales
23,09-2026,,29871.088,Commercial,Sales
1,01-2001,1786.30357,2423.558,Commercial,Revenue
6,02-2001,1767.67332,2498.8215,Commercial,Revenue
11,03-2001,1838.89188,2569.8416,Commercial,Revenue
16,04-2001,1700.27733,2048.7117,Commercial,Revenue
21,05-2001,1965.27274,2102.8372,Commercial,Revenue
26,06-2001,2136.12143,1868.5751,Commercial,Revenue
31,07-2001,2282.13537,1885.286,Commercial,Revenue
36,08-2001,2526.9103,1641.7744,Commercial,Revenue
41,09-2001,1973.08969,1772.5117,Commercial,Revenue
46,10-2001,1965.04196,1952.1296,Commercial,Revenue
51,11-2001,1808.01928,1979.5927,Commercial,Revenue
56,12-2001,1805.03486,2122.3223,Commercial,Revenue
61,01-2002,1762.09279,2455.917,Commercial,Revenue
66,02-2002,1716.2064,2561.2227,Commercial,Revenue
71,03-2002,1828.98355,2445.4854,Commercial,Revenue
76,04-2002,1805.93502,2164.025,Commercial,Revenue
81,05-2002,1902.14115,2218.6663,Commercial,Revenue
86,06-2002,2174.47604,1830.4796,Commercial,Revenue
91,07-2002,2371.60502,1836.563,Commercial,Revenue
96,08-2002,2306.78031,2061.5588,Commercial,Revenue
101,09-2002,2076.79921,1955.939,Commercial,Revenue
106,10-2002,2048.25514,2046.8624,Commercial,Revenue
111,11-2002,1749.80474,2047.2657,Commercial,Revenue
116,12-2002,1849.45463,2198.064,Commercial,Revenue
121,01-2003,2021.6094699999999,2353.5254,Commercial,Revenue
126,02-2003,1928.95477,2607.9436,Commercial,Revenue
131,03-2003,1992.66492,2523.0393,Commercial,Revenue
136,04-2003,1883.16092,2125.1099,Commercial,Revenue
141,05-2003,1984.63228,2239.292,Commercial,Revenue
146,06-2003,2160.99396,1973.2156,Commercial,Revenue
151,07-2003,2460.48083,1936.2181,Commercial,Revenue
156,08-2003,2443.09221,1934.8159,Commercial,Revenue
161,09-2003,2080.84149,2001.5743,Commercial,Revenue
166,10-2003,2102.79041,2136.7944,Commercial,Revenue
171,11-2003,1869.85138,2085.9324,Commercial,Revenue
176,12-2003,1947.57936,2296.7417,Commercial,Revenue
181,01-2004,2018.03746,2429.9705,Commercial,Revenue
186,02-2004,1961.82328,2611.6772,Commercial,Revenue
191,03-2004,2064.69209,2492.7847,Commercial,Revenue
196,04-2004,1959.70338,2436.7334,Commercial,Revenue
201,05-2004,2101.82386,2223.707,Commercial,Revenue
206,06-2004,2244.6956299999997,2073.5312,Commercial,Revenue
211,07-2004,2440.87546,2087.9553,Commercial,Revenue
216,08-2004,2412.64977,2108.3281,Commercial,Revenue
221,09-2004,2305.8663699999997,1914.5311,Commercial,Revenue
226,10-2004,2133.6847,2286.4326,Commercial,Revenue
231,11-2004,1988.97307,2102.9966,Commercial,Revenue
236,12-2004,2076.57494,2338.0432,Commercial,Revenue
241,01-2005,2119.21542,2680.743,Commercial,Revenue
246,02-2005,2002.13303,2774.9795,Commercial,Revenue
251,03-2005,2175.19101,2533.2888,Commercial,Revenue
256,04-2005,2021.22202,2548.9128,Commercial,Revenue
261,05-2005,2179.5283,2640.6633,Commercial,Revenue
266,06-2005,2662.09525,2401.8572,Commercial,Revenue
271,07-2005,2692.54484,2406.6562,Commercial,Revenue
276,08-2005,2757.4820499999996,2170.9172,Commercial,Revenue
281,09-2005,2512.5807299999997,2171.3926,Commercial,Revenue
286,10-2005,2399.2215399999995,2366.899,Commercial,Revenue
291,11-2005,2184.55163,2310.8706,Commercial,Revenue
296,12-2005,2283.1941699999998,2655.3696,Commercial,Revenue
301,01-2006,2247.26669,2755.1362,Commercial,Revenue
306,02-2006,2209.4852100000003,2958.199,Commercial,Revenue
311,03-2006,2328.32971,2899.9065,Commercial,Revenue
316,04-2006,2214.67862,2863.7576,Commercial,Revenue
321,05-2006,2500.09737,2607.2417,Commercial,Revenue
326,06-2006,2661.81237,2628.174,Commercial,Revenue
331,07-2006,2999.27265,2543.2485,Commercial,Revenue
336,08-2006,2966.5601,2392.0037,Commercial,Revenue
341,09-2006,2533.08239,2515.1558,Commercial,Revenue
346,10-2006,2492.14446,2495.962,Commercial,Revenue
351,11-2006,2230.9570000000003,2549.343,Commercial,Revenue
356,12-2006,2389.5034299999998,2867.2363,Commercial,Revenue
361,01-2007,2464.89432,2967.6184,Commercial,Revenue
366,02-2007,2433.81021,3031.7842,Commercial,Revenue
371,03-2007,2499.98717,2819.229,Commercial,Revenue
376,04-2007,2379.20503,2864.9004,Commercial,Revenue
381,05-2007,2672.70055,2743.831,Commercial,Revenue
386,06-2007,2861.14985,2758.5178,Commercial,Revenue
391,07-2007,2956.1277,2804.1062,Commercial,Revenue
396,08-2007,3191.19374,2610.6729,Commercial,Revenue
401,09-2007,2708.28037,2800.396,Commercial,Revenue
406,10-2007,2725.14578,2663.9875,Commercial,Revenue
411,11-2007,2550.53434,2650.2302,Commercial,Revenue
416,12-2007,2563.8189700000003,2797.2805,Commercial,Revenue
421,01-2008,2606.28595,3103.9866,Commercial,Revenue
426,02-2008,2624.51921,3259.85,Commercial,Revenue
431,03-2008,2604.3289,2925.0981,Commercial,Revenue
436,04-2008,2521.08092,2827.3042,Commercial,Revenue
441,05-2008,2647.68157,2787.6296,Commercial,Revenue
446,06-2008,3065.76749,2791.355,Commercial,Revenue
451,07-2008,3282.6959500000003,2812.431,Commercial,Revenue
456,08-2008,3164.51671,2829.6208,Commercial,Revenue
461,09-2008,2918.39666,2823.4329,Commercial,Revenue
466,10-2008,2840.47082,2675.345,Commercial,Revenue
471,11-2008,2626.95832,2715.9812,Commercial,Revenue
476,12-2008,2750.85066,2874.2502,Commercial,Revenue
481,01-2009,2881.24024,2999.1143,Commercial,Revenue
486,02-2009,2623.16334,3140.3906,Commercial,Revenue
491,03-2009,2692.12799,2809.4827,Commercial,Revenue
496,04-2009,2481.4794899999997,2846.5305,Commercial,Revenue
501,05-2009,2699.23376,2775.196,Commercial,Revenue
506,06-2009,2958.03994,2751.4424,Commercial,Revenue
511,07-2009,2972.53903,2820.1555,Commercial,Revenue
516,08-2009,3107.76418,2865.2253,Commercial,Revenue
521,09-2009,2806.44431,2708.847,Commercial,Revenue
526,10-2009,2656.66684,2601.5762,Commercial,Revenue
531,11-2009,2478.9132099999997,2804.5452,Commercial,Revenue
536,12-2009,2750.48626,2949.3137,Commercial,Revenue
541,01-2010,2804.17739,3040.9104,Commercial,Revenue
546,02-2010,2575.11621,3195.7595,Commercial,Revenue
551,03-2010,2692.74506,2905.607,Commercial,Revenue
556,04-2010,2546.7283,2813.191,Commercial,Revenue
561,05-2010,2797.33904,2795.1829,Commercial,Revenue
566,06-2010,3075.6660899999997,2774.077,Commercial,Revenue
571,07-2010,3356.16791,2838.4324,Commercial,Revenue
576,08-2010,3411.19191,2764.8118,Commercial,Revenue
581,09-2010,2913.99687,2819.7573,Commercial,Revenue
586,10-2010,2785.95996,2766.157,Commercial,Revenue
591,11-2010,2680.51396,2794.7173,Commercial,Revenue
596,12-2010,2702.8833400000003,2883.1572,Commercial,Revenue
601,01-2011,2829.14448,3094.912,Commercial,Revenue
606,02-2011,2691.28168,3205.3909,Commercial,Revenue
611,03-2011,2806.25824,2886.0378,Commercial,Revenue
616,04-2011,2568.99522,2818.834,Commercial,Revenue
621,05-2011,2852.21335,2797.308,Commercial,Revenue
626,06-2011,3091.87814,2771.162,Commercial,Revenue
631,07-2011,3527.66641,2842.1868,Commercial,Revenue
636,08-2011,3389.90734,2762.4075,Commercial,Revenue
641,09-2011,2882.04174,2831.1965,Commercial,Revenue
646,10-2011,2821.8344899999997,2706.1355,Commercial,Revenue
651,11-2011,2625.61389,2761.0232,Commercial,Revenue
656,12-2011,2720.34082,2997.1172,Commercial,Revenue
661,01-2012,2827.15091,3149.005,Commercial,Revenue
666,02-2012,2686.7043,3062.5874,Commercial,Revenue
671,03-2012,2723.64252,2878.2715,Commercial,Revenue
676,04-2012,2585.5150299999996,2823.7764,Commercial,Revenue
681,05-2012,2943.21089,2799.709,Commercial,Revenue
686,06-2012,3091.30372,2781.7942,Commercial,Revenue
691,07-2012,3513.06452,2832.9673,Commercial,Revenue
696,08-2012,3247.79585,2781.4492,Commercial,Revenue
701,09-2012,2866.18105,2819.2441,Commercial,Revenue
706,10-2012,2848.44986,2770.2158,Commercial,Revenue
711,11-2012,2611.76946,2940.646,Commercial,Revenue
716,12-2012,2727.50148,2815.7651,Commercial,Revenue
721,01-2013,2823.3480900000004,2942.5051,Commercial,Revenue
726,02-2013,2648.79942,3101.277,Commercial,Revenue
731,03-2013,3015.04727,2869.111,Commercial,Revenue
736,04-2013,2659.3530899999996,2823.3967,Commercial,Revenue
741,05-2013,2934.11726,2820.946,Commercial,Revenue
746,06-2013,3060.41926,2787.4434,Commercial,Revenue
751,07-2013,3321.05998,2827.2256,Commercial,Revenue
756,08-2013,3333.8764300000003,2837.0806,Commercial,Revenue
761,09-2013,2949.16625,2900.3374,Commercial,Revenue
766,10-2013,2933.28315,2787.0022,Commercial,Revenue
771,11-2013,2686.92195,2815.5676,Commercial,Revenue
776,12-2013,2861.26322,2820.5608,Commercial,Revenue
781,01-2014,3111.46763,2873.0884,Commercial,Revenue
786,02-2014,2888.28588,2925.9524,Commercial,Revenue
791,03-2014,3015.53844,2826.758,Commercial,Revenue
796,04-2014,2762.6525300000003,2813.9915,Commercial,Revenue
801,05-2014,2955.02868,2833.3977,Commercial,Revenue
806,06-2014,3295.675,2816.435,Commercial,Revenue
811,07-2014,3340.87884,2837.0405,Commercial,Revenue
816,08-2014,3420.64937,2833.8523,Commercial,Revenue
821,09-2014,2975.07586,2845.4346,Commercial,Revenue
826,10-2014,2993.92352,2824.6257,Commercial,Revenue
831,11-2014,2900.53901,2822.515,Commercial,Revenue
836,12-2014,2995.74164,2808.4521,Commercial,Revenue
841,01-2015,3050.98382,2897.008,Commercial,Revenue
846,02-2015,2920.19007,2946.4495,Commercial,Revenue
851,03-2015,3014.73814,2835.8948,Commercial,Revenue
856,04-2015,2722.50876,2826.7483,Commercial,Revenue
861,05-2015,2998.86632,2823.9304,Commercial,Revenue
866,06-2015,3191.65804,2813.401,Commercial,Revenue
871,07-2015,3491.38208,2822.2156,Commercial,Revenue
876,08-2015,3394.12162,2825.9624,Commercial,Revenue
881,09-2015,3199.28413,2857.4604,Commercial,Revenue
886,10-2015,2938.11842,2789.5627,Commercial,Revenue
891,11-2015,2771.62296,2814.5571,Commercial,Revenue
896,12-2015,2810.3123,2858.383,Commercial,Revenue
901,01-2016,2978.3397,2983.363,Commercial,Revenue
906,02-2016,2817.88534,2983.4492,Commercial,Revenue
911,03-2016,2858.34779,2827.5483,Commercial,Revenue
916,04-2016,2740.0292,2802.542,Commercial,Revenue
921,05-2016,2953.9696,2846.4373,Commercial,Revenue
926,06-2016,3248.49026,2817.1316,Commercial,Revenue
931,07-2016,3492.31122,2826.5884,Commercial,Revenue
936,08-2016,3682.40147,2830.2493,Commercial,Revenue
941,09-2016,3272.8571,2864.9067,Commercial,Revenue
946,10-2016,3049.15669,2784.5554,Commercial,Revenue
951,11-2016,2843.28068,2834.6802,Commercial,Revenue
956,12-2016,3059.53358,2820.7903,Commercial,Revenue
996,08-2017,3378.21615,2828.0583,Commercial,Revenue
1001,09-2017,3173.7639499999996,2847.269,Commercial,Revenue
1006,10-2017,3041.79872,2818.0588,Commercial,Revenue
1011,11-2017,2888.42655,2816.5347,Commercial,Revenue
1016,12-2017,2982.11827,2843.155,Commercial,Revenue
1021,01-2018,3224.5088299999998,2866.4236,Commercial,Revenue
1026,02-2018,2867.50708,2835.5332,Commercial,Revenue
1031,03-2018,3001.75066,2815.0854,Commercial,Revenue
1036,04-2018,2830.7591,2826.4546,Commercial,Revenue
1041,05-2018,3184.97429,2836.925,Commercial,Revenue
1046,06-2018,3282.12314,2821.763,Commercial,Revenue
1051,07-2018,3559.1600900000003,2837.4167,Commercial,Revenue
1056,08-2018,3593.83954,2826.075,Commercial,Revenue
1061,09-2018,3212.99834,2845.8538,Commercial,Revenue
